speed,rpm,fuel,lat,lon,throttle,temp,timestamp
200,5966,15.78,3.234338,5.869938,27,100,2025-12-16T20:44:43.629383
200,5945,15.76,3.234409,5.870009,32,99.93,2025-12-16T20:44:43.730174
198,6000,15.75,3.234382,5.869982,34,100,2025-12-16T20:44:43.831012
197,6000,15.72,3.234325,5.869925,37,99.98,2025-12-16T20:44:43.931761
197,6000,15.69,3.234258,5.869858,39,99.83,2025-12-16T20:44:44.032977
195,6000,15.65,3.234188,5.869788,44,100,2025-12-16T20:44:44.133922
198,6000,15.62,3.234146,5.869746,48,100,2025-12-16T20:44:44.235052
196,6000,15.57,3.234218,5.869818,53,99.9,2025-12-16T20:44:44.335806
196,6000,15.54,3.234153,5.869753,49,99.91,2025-12-16T20:44:44.436535
198,6000,15.5,3.234251,5.869851,49,99.75,2025-12-16T20:44:44.537772
200,5953,15.45,3.234339,5.869939,51,99.98,2025-12-16T20:44:44.638819
200,5998,15.44,3.23436,5.86996,50,99.89,2025-12-16T20:44:44.739903
200,6000,15.4,3.234454,5.870054,46,100,2025-12-16T20:44:44.840981
200,5969,15.38,3.23443,5.87003,47,100,2025-12-16T20:44:44.941987
200,5955,15.35,3.234452,5.870052,44,99.81,2025-12-16T20:44:45.042967
200,6000,15.32,3.234461,5.870061,46,99.75,2025-12-16T20:44:45.143900
200,6000,15.31,3.23445,5.87005,50,99.85,2025-12-16T20:44:45.244687
200,6000,15.27,3.234418,5.870018,47,100.0,2025-12-16T20:44:45.345571
199,6000,15.24,3.234323,5.869923,42,100,2025-12-16T20:44:45.446936
200,6000,15.2,3.234244,5.869844,45,100,2025-12-16T20:44:45.547670
200,6000,15.18,3.234146,5.869746,44,100,2025-12-16T20:44:45.648358
200,6000,15.16,3.234089,5.869689,45,100,2025-12-16T20:44:45.749049
200,6000,15.15,3.234075,5.869675,42,99.84,2025-12-16T20:44:45.849797
200,6000,15.1,3.234033,5.869633,39,99.67,2025-12-16T20:44:45.950712
200,5989,15.05,3.234002,5.869602,38,99.72,2025-12-16T20:44:46.051241
198,6000,15.01,3.233911,5.869511,34,99.92,2025-12-16T20:44:46.151876
200,6000,14.99,3.233888,5.869488,32,100,2025-12-16T20:44:46.252976
200,5983,14.98,3.233814,5.869414,28,100,2025-12-16T20:44:46.353783
200,6000,14.96,3.233854,5.869454,32,99.98,2025-12-16T20:44:46.454947
200,6000,14.92,3.233805,5.869405,35,100,2025-12-16T20:44:46.555649
198,5970,14.89,3.233805,5.869405,32,99.81,2025-12-16T20:44:46.656695
200,5983,14.87,3.233776,5.869376,33,100,2025-12-16T20:44:46.757579
200,5963,14.83,3.233728,5.869328,28,100,2025-12-16T20:44:46.858528
198,6000,14.8,3.233826,5.869426,25,99.94,2025-12-16T20:44:46.958949
196,5989,14.78,3.23388,5.86948,28,99.83,2025-12-16T20:44:47.059952
195,6000,14.77,3.233851,5.869451,30,100,2025-12-16T20:44:47.160734
194,6000,14.72,3.233827,5.869427,29,100,2025-12-16T20:44:47.261904
197,5966,14.71,3.233886,5.869486,29,100,2025-12-16T20:44:47.363163
195,5983,14.67,3.233907,5.869507,24,100,2025-12-16T20:44:47.464313
194,5946,14.63,3.233943,5.869543,23,100,2025-12-16T20:44:47.565041
195,5955,14.58,3.233864,5.869464,18,99.91,2025-12-16T20:44:47.666041
198,5913,14.56,3.233767,5.869367,19,99.96,2025-12-16T20:44:47.766970
200,5966,14.52,3.233814,5.869414,16,99.97,2025-12-16T20:44:47.867820
200,5980,14.5,3.233857,5.869457,19,100,2025-12-16T20:44:47.968804
200,6000,14.46,3.233942,5.869542,19,100,2025-12-16T20:44:48.069420
200,5950,14.41,3.233962,5.869562,20,100,2025-12-16T20:44:48.170111
200,5900,14.39,3.234007,5.869607,19,100,2025-12-16T20:44:48.270753
200,5994,14.35,3.234092,5.869692,14,99.94,2025-12-16T20:44:48.371346
200,5947,14.31,3.234149,5.869749,9,100,2025-12-16T20:44:48.471816
198,5962,14.28,3.234246,5.869846,14,100,2025-12-16T20:44:48.572028
196,5996,14.23,3.234318,5.869918,15,100,2025-12-16T20:44:48.672487
196,6000,14.2,3.234297,5.869897,14,100,2025-12-16T20:44:48.773010
196,6000,14.18,3.234395,5.869995,19,100,2025-12-16T20:44:48.873406
197,6000,14.16,3.234309,5.869909,21,100,2025-12-16T20:44:48.973908
199,6000,14.14,3.234296,5.869896,24,100,2025-12-16T20:44:49.074581
200,6000,14.11,3.23422,5.86982,28,99.83,2025-12-16T20:44:49.175034
200,6000,14.07,3.234163,5.869763,29,100,2025-12-16T20:44:49.275338
200,6000,14.05,3.234261,5.869861,29,99.89,2025-12-16T20:44:49.376120
200,5973,14.0,3.234266,5.869866,25,99.73,2025-12-16T20:44:49.476653
198,6000,13.97,3.234322,5.869922,24,100,2025-12-16T20:44:49.577381
198,6000,13.94,3.234259,5.869859,20,99.94,2025-12-16T20:44:49.677890
200,6000,13.9,3.234176,5.869776,22,100,2025-12-16T20:44:49.778766
200,6000,13.86,3.234246,5.869846,18,100,2025-12-16T20:44:49.879961
200,6000,13.83,3.234282,5.869882,21,100,2025-12-16T20:44:49.980737
198,6000,13.79,3.234263,5.869863,23,99.82,2025-12-16T20:44:50.081219
196,6000,13.75,3.234171,5.869771,21,100,2025-12-16T20:44:50.181900
197,6000,13.71,3.23417,5.86977,21,100,2025-12-16T20:44:50.282883
200,6000,13.69,3.234142,5.869742,20,100,2025-12-16T20:44:50.383857
200,6000,13.64,3.234235,5.869835,20,100,2025-12-16T20:44:50.484947
199,6000,13.6,3.234143,5.869743,16,100,2025-12-16T20:44:50.586094
199,5998,13.58,3.234201,5.869801,21,100,2025-12-16T20:44:50.687043
200,5952,13.53,3.2343,5.8699,20,100.0,2025-12-16T20:44:50.802883
199,6000,13.49,3.234267,5.869867,23,100,2025-12-16T20:44:50.905159
198,5968,13.46,3.234202,5.869802,21,100,2025-12-16T20:44:51.005900
199,5934,13.44,3.234296,5.869896,17,99.81,2025-12-16T20:44:51.107259
200,6000,13.42,3.234362,5.869962,15,99.8,2025-12-16T20:44:51.208455
198,6000,13.37,3.234366,5.869966,17,100,2025-12-16T20:44:51.309338
199,5954,13.34,3.234285,5.869885,19,100,2025-12-16T20:44:51.410163
197,5915,13.32,3.234206,5.869806,21,100,2025-12-16T20:44:51.529475
197,5970,13.28,3.234246,5.869846,18,100,2025-12-16T20:44:51.630057
197,5955,13.25,3.234153,5.869753,16,100,2025-12-16T20:44:51.730866
196,5934,13.2,3.234138,5.869738,21,100,2025-12-16T20:44:51.831944
194,5944,13.16,3.23413,5.86973,17,100,2025-12-16T20:44:51.932966
196,5977,13.14,3.234066,5.869666,18,100,2025-12-16T20:44:52.034103
197,6000,13.12,3.234015,5.869615,22,100,2025-12-16T20:44:52.134837
200,6000,13.1,3.23395,5.86955,23,99.96,2025-12-16T20:44:52.235980
199,6000,13.07,3.233907,5.869507,20,100,2025-12-16T20:44:52.336983
197,6000,13.03,3.233978,5.869578,16,99.92,2025-12-16T20:44:52.438101
200,6000,13.01,3.23407,5.86967,19,99.81,2025-12-16T20:44:52.538662
199,6000,12.97,3.234136,5.869736,16,99.68,2025-12-16T20:44:52.639595
199,6000,12.94,3.234166,5.869766,19,100,2025-12-16T20:44:52.740497
199,6000,12.89,3.234263,5.869863,15,100,2025-12-16T20:44:52.841476
199,6000,12.85,3.234244,5.869844,10,100,2025-12-16T20:44:52.942657
200,6000,12.82,3.234286,5.869886,7,99.83,2025-12-16T20:44:53.043319
199,6000,12.78,3.234248,5.869848,8,99.9,2025-12-16T20:44:53.143921
200,5993,12.77,3.234267,5.869867,11,100,2025-12-16T20:44:53.244902
200,5989,12.74,3.234319,5.869919,9,100,2025-12-16T20:44:53.345700
200,6000,12.72,3.234386,5.869986,10,100,2025-12-16T20:44:53.446531
200,6000,12.68,3.234474,5.870074,11,99.98,2025-12-16T20:44:53.547543
200,5972,12.66,3.234548,5.870148,16,100,2025-12-16T20:44:53.648434
200,6000,12.61,3.23463,5.87023,11,99.84,2025-12-16T20:44:53.749626
199,6000,12.59,3.234561,5.870161,9,99.91,2025-12-16T20:44:53.850668
199,6000,12.54,3.234468,5.870068,9,100,2025-12-16T20:44:53.951447
200,6000,12.51,3.234369,5.869969,13,100,2025-12-16T20:44:54.052635
200,6000,12.47,3.234372,5.869972,13,100,2025-12-16T20:44:54.153519
199,5976,12.45,3.234385,5.869985,16,100,2025-12-16T20:44:54.254574
200,6000,12.43,3.234347,5.869947,21,99.81,2025-12-16T20:44:54.355252
200,6000,12.42,3.234333,5.869933,18,99.75,2025-12-16T20:44:54.456352
198,5982,12.39,3.234262,5.869862,15,99.82,2025-12-16T20:44:54.556957
200,5964,12.35,3.234178,5.869778,17,99.78,2025-12-16T20:44:54.657897
200,6000,12.34,3.234167,5.869767,18,100,2025-12-16T20:44:54.758790
200,6000,12.29,3.234216,5.869816,23,100,2025-12-16T20:44:54.859800
200,6000,12.25,3.234302,5.869902,25,100,2025-12-16T20:44:54.960734
198,6000,12.22,3.234402,5.870002,23,99.89,2025-12-16T20:44:55.061464
198,6000,12.19,3.234321,5.869921,18,99.8,2025-12-16T20:44:55.162647
198,6000,12.16,3.234222,5.869822,14,99.95,2025-12-16T20:44:55.263782
199,6000,12.13,3.234243,5.869843,9,99.93,2025-12-16T20:44:55.364711
200,5996,12.11,3.234168,5.869768,6,100,2025-12-16T20:44:55.465490
200,6000,12.09,3.234185,5.869785,8,100,2025-12-16T20:44:55.566576
199,6000,12.07,3.234131,5.869731,10,99.85,2025-12-16T20:44:55.667632
200,6000,12.05,3.234179,5.869779,5,100,2025-12-16T20:44:55.768480
200,5959,12.04,3.2342,5.8698,1,100,2025-12-16T20:44:55.869694
200,5912,12.02,3.23425,5.86985,0,100,2025-12-16T20:44:55.970377
200,5924,11.99,3.234159,5.869759,0,100,2025-12-16T20:44:56.071190
200,6000,11.96,3.234246,5.869846,3,100,2025-12-16T20:44:56.171892
198,5953,11.94,3.234313,5.869913,0,100,2025-12-16T20:44:56.272866
200,6000,11.92,3.23427,5.86987,5,99.81,2025-12-16T20:44:56.373582
198,6000,11.88,3.234189,5.869789,9,99.9,2025-12-16T20:44:56.474606
200,6000,11.84,3.234272,5.869872,10,100,2025-12-16T20:44:56.575555
198,5989,11.81,3.234346,5.869946,6,99.97,2025-12-16T20:44:56.676166
198,6000,11.77,3.234381,5.869981,1,99.85,2025-12-16T20:44:56.776627
198,6000,11.74,3.234389,5.869989,0,100,2025-12-16T20:44:56.877378
199,6000,11.72,3.234289,5.869889,3,100,2025-12-16T20:44:56.978203
200,5972,11.7,3.234337,5.869937,0,100,2025-12-16T20:44:57.079325
199,5949,11.68,3.234417,5.870017,0,100,2025-12-16T20:44:57.180244
197,5956,11.65,3.234366,5.869966,5,100,2025-12-16T20:44:57.281125
200,5911,11.64,3.23437,5.86997,5,100,2025-12-16T20:44:57.382364
198,5921,11.62,3.234467,5.870067,3,99.92,2025-12-16T20:44:57.483553
200,5904,11.58,3.234392,5.869992,3,100,2025-12-16T20:44:57.584498
198,5957,11.53,3.234477,5.870077,2,99.81,2025-12-16T20:44:57.685301
197,5943,11.5,3.234532,5.870132,6,99.68,2025-12-16T20:44:57.786593
199,5998,11.46,3.234506,5.870106,2,99.68,2025-12-16T20:44:57.887429
197,5968,11.42,3.234566,5.870166,4,100,2025-12-16T20:44:57.988476
195,5994,11.4,3.234588,5.870188,3,100,2025-12-16T20:44:58.089395
196,6000,11.36,3.234555,5.870155,1,100,2025-12-16T20:44:58.190292
198,5985,11.32,3.234651,5.870251,1,100,2025-12-16T20:44:58.291087
197,5940,11.3,3.234713,5.870313,3,100,2025-12-16T20:44:58.392458
198,5987,11.27,3.234765,5.870365,0,100,2025-12-16T20:44:58.493244
198,6000,11.24,3.234699,5.870299,0,100,2025-12-16T20:44:58.594121
199,6000,11.19,3.23475,5.87035,2,100,2025-12-16T20:44:58.694852
197,6000,11.17,3.23477,5.87037,0,100,2025-12-16T20:44:58.795622
200,5964,11.15,3.234764,5.870364,1,100,2025-12-16T20:44:58.896297
199,5974,11.12,3.234861,5.870461,2,100,2025-12-16T20:44:58.996689
198,6000,11.08,3.234811,5.870411,5,100,2025-12-16T20:44:59.097429
200,6000,11.03,3.234911,5.870511,1,99.98,2025-12-16T20:44:59.198067
200,6000,11.02,3.234829,5.870429,1,100,2025-12-16T20:44:59.298568
198,5993,10.99,3.23492,5.87052,3,100,2025-12-16T20:44:59.399752
200,6000,10.96,3.234987,5.870587,6,100,2025-12-16T20:44:59.500377
199,5984,10.94,3.235078,5.870678,3,100,2025-12-16T20:44:59.601255
199,6000,10.9,3.235063,5.870663,6,100,2025-12-16T20:44:59.701937
200,6000,10.86,3.234984,5.870584,5,99.91,2025-12-16T20:44:59.802684
200,6000,10.83,3.234944,5.870544,5,99.86,2025-12-16T20:44:59.903341
200,6000,10.81,3.234973,5.870573,2,99.9,2025-12-16T20:45:00.004280
198,5953,10.79,3.234935,5.870535,0,100,2025-12-16T20:45:00.105127
196,5917,10.76,3.234982,5.870582,0,99.8,2025-12-16T20:45:00.205915
197,5962,10.71,3.235043,5.870643,0,99.86,2025-12-16T20:45:00.306850
195,6000,10.69,3.235049,5.870649,4,99.67,2025-12-16T20:45:00.407669
194,5979,10.68,3.234986,5.870586,2,99.95,2025-12-16T20:45:00.508327
193,6000,10.64,3.23489,5.87049,2,99.79,2025-12-16T20:45:00.609573
193,5987,10.6,3.234915,5.870515,0,99.82,2025-12-16T20:45:00.710280
191,5999,10.58,3.234881,5.870481,2,99.96,2025-12-16T20:45:00.811017
192,6000,10.54,3.234811,5.870411,7,100,2025-12-16T20:45:00.911983
190,6000,10.52,3.234765,5.870365,2,100,2025-12-16T20:45:01.012787
189,6000,10.5,3.234702,5.870302,3,100,2025-12-16T20:45:01.113846
191,6000,10.48,3.234688,5.870288,6,99.85,2025-12-16T20:45:01.214446
189,6000,10.46,3.234672,5.870272,2,100,2025-12-16T20:45:01.315575
190,6000,10.44,3.234724,5.870324,6,100,2025-12-16T20:45:01.416532
188,6000,10.4,3.234638,5.870238,5,100,2025-12-16T20:45:01.517457
187,6000,10.37,3.234621,5.870221,6,100,2025-12-16T20:45:01.618166
187,5994,10.32,3.234645,5.870245,2,99.83,2025-12-16T20:45:01.719321
189,5982,10.3,3.234549,5.870149,0,100.0,2025-12-16T20:45:01.819982
191,5952,10.26,3.23453,5.87013,2,100,2025-12-16T20:45:01.921047
189,5980,10.21,3.234571,5.870171,0,100,2025-12-16T20:45:02.021528
192,6000,10.17,3.23456,5.87016,3,100,2025-12-16T20:45:02.122418
195,6000,10.12,3.234618,5.870218,2,100,2025-12-16T20:45:02.223082
196,5953,10.1,3.234548,5.870148,4,100,2025-12-16T20:45:02.323973
197,6000,10.06,3.234548,5.870148,9,100,2025-12-16T20:45:02.424642
197,6000,10.02,3.234471,5.870071,6,100,2025-12-16T20:45:02.525538
198,5994,10.0,3.234446,5.870046,2,100,2025-12-16T20:45:02.626220
200,6000,9.95,3.234504,5.870104,2,100,2025-12-16T20:45:02.727391
200,6000,9.93,3.234426,5.870026,6,100,2025-12-16T20:45:02.828247
198,6000,9.89,3.234511,5.870111,4,99.87,2025-12-16T20:45:02.929146
200,6000,9.86,3.234442,5.870042,0,100,2025-12-16T20:45:03.030052
200,6000,9.84,3.234438,5.870038,1,100,2025-12-16T20:45:03.131131
200,5971,9.82,3.234521,5.870121,0,100,2025-12-16T20:45:03.232181
198,6000,9.81,3.234527,5.870127,0,100,2025-12-16T20:45:03.332965
197,6000,9.8,3.234428,5.870028,5,99.96,2025-12-16T20:45:03.433417
195,6000,9.76,3.234498,5.870098,5,100,2025-12-16T20:45:03.534116
196,6000,9.72,3.23452,5.87012,6,100,2025-12-16T20:45:03.634896
194,6000,9.7,3.234529,5.870129,2,100,2025-12-16T20:45:03.735542
197,5992,9.66,3.234546,5.870146,7,100,2025-12-16T20:45:03.836542
200,5971,9.63,3.234543,5.870143,6,100,2025-12-16T20:45:03.937819
200,5974,9.6,3.234634,5.870234,2,100,2025-12-16T20:45:04.039010
198,5927,9.55,3.234694,5.870294,1,100,2025-12-16T20:45:04.139842
199,5985,9.51,3.234784,5.870384,4,100,2025-12-16T20:45:04.240890
200,6000,9.47,3.234785,5.870385,4,100,2025-12-16T20:45:04.342134
198,6000,9.45,3.234727,5.870327,6,100,2025-12-16T20:45:04.443133
197,5989,9.41,3.234752,5.870352,11,100,2025-12-16T20:45:04.544005
200,6000,9.36,3.234732,5.870332,10,100,2025-12-16T20:45:04.644813
198,5971,9.32,3.234648,5.870248,11,100,2025-12-16T20:45:04.745358
197,6000,9.3,3.234746,5.870346,11,100,2025-12-16T20:45:04.846044
196,6000,9.26,3.234703,5.870303,14,99.94,2025-12-16T20:45:04.946928
196,6000,9.23,3.234702,5.870302,10,99.78,2025-12-16T20:45:05.047858
195,6000,9.21,3.234778,5.870378,12,100,2025-12-16T20:45:05.148749
197,6000,9.17,3.234758,5.870358,9,100,2025-12-16T20:45:05.249522
198,6000,9.16,3.234842,5.870442,6,99.91,2025-12-16T20:45:05.350389
200,6000,9.14,3.234916,5.870516,10,100,2025-12-16T20:45:05.451577
199,6000,9.11,3.234903,5.870503,13,100,2025-12-16T20:45:05.552366
200,6000,9.09,3.234804,5.870404,18,100,2025-12-16T20:45:05.653130
198,6000,9.04,3.234889,5.870489,13,100,2025-12-16T20:45:05.753962
200,5996,9.0,3.234825,5.870425,15,99.95,2025-12-16T20:45:05.854761
200,6000,8.95,3.234917,5.870517,16,100,2025-12-16T20:45:05.955655
200,6000,8.92,3.234899,5.870499,19,99.96,2025-12-16T20:45:06.056738
198,5976,8.9,3.234854,5.870454,21,99.8,2025-12-16T20:45:06.157615
196,6000,8.86,3.234892,5.870492,25,99.88,2025-12-16T20:45:06.258491
197,5981,8.81,3.234979,5.870579,28,99.97,2025-12-16T20:45:06.359638
198,6000,8.79,3.234914,5.870514,31,100,2025-12-16T20:45:06.460423
197,5963,8.76,3.23497,5.87057,27,100,2025-12-16T20:45:06.560793
200,6000,8.72,3.234956,5.870556,27,100,2025-12-16T20:45:06.661806
200,5965,8.67,3.235047,5.870647,26,99.8,2025-12-16T20:45:06.762570
199,5922,8.65,3.234994,5.870594,27,99.85,2025-12-16T20:45:06.863247
200,5974,8.62,3.23496,5.87056,28,99.86,2025-12-16T20:45:06.964022
200,5987,8.58,3.235029,5.870629,33,100,2025-12-16T20:45:07.064892
198,6000,8.55,3.235092,5.870692,31,99.87,2025-12-16T20:45:07.165561
199,6000,8.54,3.235142,5.870742,26,99.77,2025-12-16T20:45:07.266657
198,6000,8.52,3.235207,5.870807,21,99.92,2025-12-16T20:45:07.367589
200,5999,8.48,3.235206,5.870806,26,100,2025-12-16T20:45:07.468422
200,6000,8.44,3.23521,5.87081,26,100,2025-12-16T20:45:07.569458
200,6000,8.4,3.235166,5.870766,28,100,2025-12-16T20:45:07.670488
198,6000,8.37,3.235188,5.870788,26,100,2025-12-16T20:45:07.771101
200,6000,8.33,3.235233,5.870833,26,99.88,2025-12-16T20:45:07.871654
200,6000,8.31,3.235179,5.870779,30,100,2025-12-16T20:45:07.972647
200,6000,8.3,3.235257,5.870857,35,99.97,2025-12-16T20:45:08.073856
200,5985,8.26,3.235287,5.870887,38,99.85,2025-12-16T20:45:08.175193
200,6000,8.22,3.235347,5.870947,35,99.73,2025-12-16T20:45:08.276078
199,6000,8.17,3.235292,5.870892,35,99.63,2025-12-16T20:45:08.376870
200,6000,8.16,3.23525,5.87085,38,99.93,2025-12-16T20:45:08.478000
199,6000,8.13,3.235192,5.870792,34,100,2025-12-16T20:45:08.579358
200,6000,8.08,3.235108,5.870708,35,100,2025-12-16T20:45:08.680184
200,6000,8.07,3.235061,5.870661,37,100,2025-12-16T20:45:08.780911
200,5985,8.05,3.235124,5.870724,38,100,2025-12-16T20:45:08.881698
200,5972,8.0,3.235044,5.870644,43,99.96,2025-12-16T20:45:08.982054
200,5968,7.98,3.234991,5.870591,40,99.82,2025-12-16T20:45:09.082976
199,6000,7.94,3.234948,5.870548,37,99.98,2025-12-16T20:45:09.184224
200,5969,7.9,3.235027,5.870627,32,100,2025-12-16T20:45:09.285094
200,5919,7.88,3.235099,5.870699,27,100,2025-12-16T20:45:09.385740
200,5918,7.87,3.235192,5.870792,26,100,2025-12-16T20:45:09.486633
200,5959,7.84,3.235111,5.870711,24,100,2025-12-16T20:45:09.587027
198,6000,7.81,3.235155,5.870755,27,99.97,2025-12-16T20:45:09.687717
198,6000,7.76,3.235139,5.870739,27,99.96,2025-12-16T20:45:09.788304
199,5992,7.72,3.235152,5.870752,22,99.84,2025-12-16T20:45:09.889185
200,5986,7.68,3.235085,5.870685,27,100,2025-12-16T20:45:09.989743
200,6000,7.67,3.235053,5.870653,24,99.93,2025-12-16T20:45:10.090155
200,6000,7.63,3.235124,5.870724,25,100,2025-12-16T20:45:10.190666
200,6000,7.6,3.235035,5.870635,21,100,2025-12-16T20:45:10.291743
198,6000,7.57,3.235094,5.870694,17,100,2025-12-16T20:45:10.392592
197,6000,7.55,3.235076,5.870676,13,100,2025-12-16T20:45:10.493448
200,6000,7.52,3.235002,5.870602,11,100,2025-12-16T20:45:10.594135
200,6000,7.5,3.235036,5.870636,7,100,2025-12-16T20:45:10.694654
199,6000,7.48,3.23495,5.87055,9,100,2025-12-16T20:45:10.795515
199,6000,7.47,3.23487,5.87047,7,100,2025-12-16T20:45:10.896071
197,6000,7.42,3.234963,5.870563,9,100,2025-12-16T20:45:10.997070
197,5988,7.4,3.234967,5.870567,14,99.93,2025-12-16T20:45:11.098264
196,5977,7.36,3.235029,5.870629,17,99.9,2025-12-16T20:45:11.199436
197,6000,7.32,3.235001,5.870601,18,99.99,2025-12-16T20:45:11.300001
195,6000,7.28,3.234971,5.870571,13,100,2025-12-16T20:45:11.400476
198,6000,7.25,3.23497,5.87057,18,100,2025-12-16T20:45:11.501266
200,6000,7.2,3.234897,5.870497,16,100,2025-12-16T20:45:11.602414
199,6000,7.17,3.234835,5.870435,14,100,2025-12-16T20:45:11.703007
200,6000,7.13,3.234921,5.870521,15,100,2025-12-16T20:45:11.803474
200,5952,7.11,3.23491,5.87051,16,100,2025-12-16T20:45:11.904125
198,5992,7.09,3.234962,5.870562,12,100,2025-12-16T20:45:12.004918
200,6000,7.04,3.234897,5.870497,13,99.87,2025-12-16T20:45:12.105923
200,5953,7.01,3.234804,5.870404,15,99.7,2025-12-16T20:45:12.206907
199,5909,7.0,3.234797,5.870397,18,99.86,2025-12-16T20:45:12.307923
198,5910,6.99,3.234844,5.870444,20,100,2025-12-16T20:45:12.408823
199,5962,6.94,3.234795,5.870395,18,99.9,2025-12-16T20:45:12.509399
200,6000,6.91,3.234852,5.870452,19,99.8,2025-12-16T20:45:12.610361
198,6000,6.89,3.234783,5.870383,24,99.92,2025-12-16T20:45:12.711204
200,5964,6.85,3.234759,5.870359,29,100,2025-12-16T20:45:12.811908
200,5959,6.8,3.234694,5.870294,31,100,2025-12-16T20:45:12.913535
199,6000,6.79,3.234605,5.870205,31,100,2025-12-16T20:45:13.014758
200,6000,6.77,3.234581,5.870181,35,100,2025-12-16T20:45:13.115487
199,6000,6.75,3.234577,5.870177,35,99.91,2025-12-16T20:45:13.216625
198,6000,6.73,3.234569,5.870169,38,99.92,2025-12-16T20:45:13.317759
197,6000,6.72,3.234635,5.870235,35,100,2025-12-16T20:45:13.418926
200,5957,6.7,3.23471,5.87031,33,99.87,2025-12-16T20:45:13.519660
200,6000,6.67,3.234612,5.870212,37,99.98,2025-12-16T20:45:13.620413
199,5967,6.64,3.23469,5.87029,33,100,2025-12-16T20:45:13.720957
200,5943,6.62,3.234633,5.870233,33,100,2025-12-16T20:45:13.821685
199,5961,6.57,3.234726,5.870326,30,99.99,2025-12-16T20:45:13.922368
200,6000,6.54,3.234664,5.870264,35,99.89,2025-12-16T20:45:14.022872
200,5959,6.5,3.234614,5.870214,31,100,2025-12-16T20:45:14.123932
198,5953,6.46,3.234592,5.870192,35,100,2025-12-16T20:45:14.224989
200,6000,6.42,3.234592,5.870192,34,99.94,2025-12-16T20:45:14.326087
200,6000,6.39,3.234537,5.870137,35,99.76,2025-12-16T20:45:14.427395
199,6000,6.35,3.234634,5.870234,36,99.97,2025-12-16T20:45:14.528419
200,5956,6.3,3.234622,5.870222,32,99.98,2025-12-16T20:45:14.629183
198,5935,6.27,3.234707,5.870307,29,100,2025-12-16T20:45:14.730029
197,6000,6.26,3.234708,5.870308,25,100,2025-12-16T20:45:14.831303
196,6000,6.22,3.234798,5.870398,28,100,2025-12-16T20:45:14.931908
194,6000,6.18,3.234864,5.870464,24,100,2025-12-16T20:45:15.032480
192,5950,6.13,3.234815,5.870415,25,100,2025-12-16T20:45:15.133541
192,5998,6.09,3.234746,5.870346,25,100,2025-12-16T20:45:15.234298
193,5962,6.07,3.234713,5.870313,30,100,2025-12-16T20:45:15.334991
195,5949,6.06,3.23476,5.87036,35,100,2025-12-16T20:45:15.436074
196,6000,6.01,3.23482,5.87042,37,100,2025-12-16T20:45:15.536841
194,6000,6.0,3.234907,5.870507,40,99.86,2025-12-16T20:45:15.637845
196,6000,5.97,3.234811,5.870411,39,100,2025-12-16T20:45:15.738457
194,5958,5.93,3.234836,5.870436,37,100,2025-12-16T20:45:15.839349
192,5958,5.88,3.234914,5.870514,32,100,2025-12-16T20:45:15.940069
193,5964,5.87,3.234965,5.870565,31,100,2025-12-16T20:45:16.041033
195,5996,5.83,3.234995,5.870595,35,99.94,2025-12-16T20:45:16.142317
198,6000,5.8,3.234998,5.870598,35,100,2025-12-16T20:45:16.243513
200,5992,5.79,3.235016,5.870616,31,100,2025-12-16T20:45:16.344610
200,6000,5.76,3.234932,5.870532,34,99.9,2025-12-16T20:45:16.445576
200,5998,5.72,3.235008,5.870608,31,100,2025-12-16T20:45:16.550572
200,5989,5.68,3.235008,5.870608,27,100,2025-12-16T20:45:16.651349
199,6000,5.67,3.234979,5.870579,23,100,2025-12-16T20:45:16.751806
200,5964,5.63,3.234987,5.870587,21,100,2025-12-16T20:45:16.852008
200,6000,5.61,3.235002,5.870602,23,99.83,2025-12-16T20:45:16.952525
200,5964,5.57,3.235047,5.870647,18,99.97,2025-12-16T20:45:17.053099
199,6000,5.55,3.234986,5.870586,21,100,2025-12-16T20:45:17.153611
200,6000,5.54,3.235052,5.870652,19,100,2025-12-16T20:45:17.254102
200,6000,5.52,3.235013,5.870613,19,99.88,2025-12-16T20:45:17.354792
200,6000,5.47,3.235052,5.870652,17,99.89,2025-12-16T20:45:17.455645
200,6000,5.46,3.235146,5.870746,13,100,2025-12-16T20:45:17.556416
200,6000,5.44,3.235119,5.870719,11,100,2025-12-16T20:45:17.657266
200,5988,5.42,3.235052,5.870652,10,99.82,2025-12-16T20:45:17.758528
200,6000,5.38,3.234968,5.870568,14,99.76,2025-12-16T20:45:17.859378
200,5955,5.36,3.234873,5.870473,15,100,2025-12-16T20:45:17.960547
200,5925,5.32,3.23487,5.87047,14,100,2025-12-16T20:45:18.061367
200,5973,5.28,3.234815,5.870415,13,99.94,2025-12-16T20:45:18.162351
200,6000,5.26,3.234815,5.870415,16,100,2025-12-16T20:45:18.263140
200,6000,5.23,3.234813,5.870413,13,100,2025-12-16T20:45:18.363761
200,6000,5.19,3.234728,5.870328,9,100,2025-12-16T20:45:18.464824
200,6000,5.17,3.234712,5.870312,14,99.89,2025-12-16T20:45:18.565945
200,6000,5.15,3.23472,5.87032,19,100,2025-12-16T20:45:18.666620
200,6000,5.1,3.234698,5.870298,21,100,2025-12-16T20:45:18.767313
200,5979,5.09,3.234602,5.870202,24,99.84,2025-12-16T20:45:18.867900
200,6000,5.06,3.234523,5.870123,21,100,2025-12-16T20:45:18.968766
